Record Indicator,Trade Time,Trade Price,Trade Quantity,Buy Order Number,Sell Order Number
RM,2021-01-20 11:00:52.235488768,15635,1,58ED70E791C278CFC44EF5D4140FBBA1,4CF77C8A92A21F9EE7AAA35869EF372F
RM,2021-01-20 11:01:22.352768000,15635,15,547D7E9ABD3F5E59E6EB516F787B7FA5,4CF77C8A92A21F9EE7AAA35869EF372F
RM,2021-01-20 11:01:25.562011648,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,3AC3187BA7B6E6238E4E66AEC5FBCB38
RM,2021-01-20 11:01:25.562820352,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,F9A11FDB4954847411B2906A6DA82F88
RM,2021-01-20 11:01:25.563583488,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,057D7FA3A57949CD3EA103CA3C4147AD
RM,2021-01-20 11:01:25.564254720,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,E34A1CAB05A90DEC324A5F87293467CA
RM,2021-01-20 11:01:25.564834560,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,54BAFE6889D04D0BA6E503AF93E719C3
RM,2021-01-20 11:01:25.565460224,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,C7B90072758C968EF6F50599C6CF5E70
RM,2021-01-20 11:01:25.566070528,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,4127687147225ADD6738ADAB79769E5F
RM,2021-01-20 11:01:25.567581184,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,173635CEE21BCC158C8B0D9C1B706054
RM,2021-01-20 11:01:25.567733760,15640,10,EE2D8A717590B0E3E8A8AC8137A2896B,2E5FFF13097CF1AE7ECD0F4E3414765D
RM,2021-01-20 11:01:25.568176384,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,AAB1FC2C5F32C04CD14FE7D21B20B5E4
RM,2021-01-20 11:01:25.568786688,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,E856B523839BECD1A7FE9B70FA6A763D
RM,2021-01-20 11:01:25.569427456,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,BD077D22B70B694FAD759E30C6597499
RM,2021-01-20 11:01:25.570037760,15640,5,EE2D8A717590B0E3E8A8AC8137A2896B,801B7D6ACC32557C59432FB05D8F4940
RM,2021-01-20 11:01:25.570129408,15640,130,EE2D8A717590B0E3E8A8AC8137A2896B,2E321BD75A3FBD0DABFD0B9815DA25B1
RM,2021-01-20 11:01:59.879882752,15630,50,629EC3B9A90D8A80EDF17F67E68E7448,C2D8F9FB2FDD2734AE2DB09008C6357E
RM,2021-01-20 11:03:41.111267072,15645,3,4BAE0D6722FE24D3859C46ECFC2EC54D,73A807AB5FDF44AF5E4F2EABE07F51E3
RM,2021-01-20 11:04:31.378265344,15635,165,D80AFD90F1E55C4B7E1E2C5E9A75C069,15F4079FAF6CC4DF5DE34F5FA63BF3B2
RM,2021-01-20 11:05:20.042861824,15630,42,629EC3B9A90D8A80EDF17F67E68E7448,2E3A7241026B24DC1D0956FC73AFFD27
RM,2021-01-20 11:06:05.940017664,15630,75,629EC3B9A90D8A80EDF17F67E68E7448,EF30A81F73B2964667A90EB988E92440
RM,2021-01-20 11:15:44.590499840,15630,10,629EC3B9A90D8A80EDF17F67E68E7448,2D0ABEF1BE88483D049D378BAD1E756F
RM,2021-01-20 11:19:31.109314048,15630,19,629EC3B9A90D8A80EDF17F67E68E7448,C0B8E4F58A52AC701E79E23CA84414A0
RM,2021-01-20 11:23:43.705108736,15670,100,D0843A11A0FBA40ADA69820E35E31966,204DDB9B4A962F6F55CDF31DD2D0554F
RM,2021-01-20 11:23:43.705123840,15675,1,D0843A11A0FBA40ADA69820E35E31966,7913EAEF953E5790AB7741DE13AF5D3F
RM,2021-01-20 11:23:43.705139200,15675,17,D0843A11A0FBA40ADA69820E35E31966,B7098BE547FB84ABF2DE2C64984CA7A2
RM,2021-01-20 11:23:43.705154304,15680,32,D0843A11A0FBA40ADA69820E35E31966,3102F9A215648FDE14551959FA452774
RM,2021-01-20 11:23:43.706222592,15640,2,9B379969CB52D9F2F825D4971D5D53E4,154085ECFB980025D5B95AFB9D898365
RM,2021-01-20 11:23:43.706313984,15640,10,44574247E00EF408916DED679E964DB4,8DC7F97A33B8E93DDD4D5E14CBC66879
RM,2021-01-20 11:23:43.706359808,15640,8,44574247E00EF408916DED679E964DB4,E4DC11D12F18C9AAC1F1FF80D137C1B9
RM,2021-01-20 11:23:43.706390272,15640,8,44574247E00EF408916DED679E964DB4,FC9334E83FD953F6D8793C4C4B978EB7
RM,2021-01-20 11:23:43.706420992,15640,10,44574247E00EF408916DED679E964DB4,0B28BA1040D7D0CC3CE5376813DB9318
RM,2021-01-20 11:24:54.593338112,15640,2,44574247E00EF408916DED679E964DB4,F1782573E41E422140D5324F6835408E
RM,2021-01-20 11:24:54.593353216,15635,18,D80AFD90F1E55C4B7E1E2C5E9A75C069,F1782573E41E422140D5324F6835408E
RM,2021-01-20 11:27:01.031631360,15635,50,D80AFD90F1E55C4B7E1E2C5E9A75C069,B85CACB543867A6CE7B339294FE14E69
RM,2021-01-20 11:27:01.031662080,15635,195,D80AFD90F1E55C4B7E1E2C5E9A75C069,E330F89525CADDB2EA2A26EF950CF67D
RM,2021-01-20 11:27:01.031677184,15635,5,07F15C4052A70B4E8E0A685842E52846,E330F89525CADDB2EA2A26EF950CF67D
RM,2021-01-20 11:27:01.031707648,15635,50,07F15C4052A70B4E8E0A685842E52846,92626C8271DBA7ED852154E2DAA20056
RM,2021-01-20 11:34:28.597686784,15640,151,F61C9FD133547A449A8BA146D175CCF9,3D6B5416F39D7FE9C88CC8D186656CB9
RM,2021-01-20 11:34:28.597702144,15640,15,8D65BB2FD03405C7B6FEF21C3ACF21B1,3D6B5416F39D7FE9C88CC8D186656CB9
RM,2021-01-20 11:34:28.597717248,15640,38,EC10DA6EE749D3AFA4D23660F5ECE261,3D6B5416F39D7FE9C88CC8D186656CB9
RM,2021-01-20 11:34:28.597732608,15640,135,8D65BB2FD03405C7B6FEF21C3ACF21B1,3D6B5416F39D7FE9C88CC8D186656CB9
RM,2021-01-20 11:34:28.597747712,15635,61,07F15C4052A70B4E8E0A685842E52846,3D6B5416F39D7FE9C88CC8D186656CB9
RM,2021-01-20 11:35:15.901870848,15670,2,FBB5D8782577DF89580CA0D6A4719B5E,25396FDC697F75723C2EE4B286FD04D1
RM,2021-01-20 11:35:15.901885952,15675,36,FBB5D8782577DF89580CA0D6A4719B5E,AFAB3E6F6A26FC105337D5093B8AB7AA
RM,2021-01-20 11:35:15.901901312,15680,92,FBB5D8782577DF89580CA0D6A4719B5E,2C1E7005A2FF066914AE814280A39838
RM,2021-01-20 11:35:15.902984704,15645,2,6B3AC02EB1D040B705A8AF26F5A0EAB5,6B54FF098C0E201E8179028EAA3EDE61
RM,2021-01-20 11:35:15.903137280,15640,10,2B528D480C7A5D6AB36B56F2D8C481B8,4C00ECCDAF0734ADA13C2E3393C872A4
RM,2021-01-20 11:35:18.864547840,15675,2,E64B9B0CC0652F713DBCE478B292FB34,2FD77D65C1C95B27904B2B7F15F46151
RM,2021-01-20 11:35:18.864562944,15680,8,E64B9B0CC0652F713DBCE478B292FB34,2C1E7005A2FF066914AE814280A39838
RM,2021-01-20 11:35:18.865646336,15645,2,5BCC04D1C6ACB452385E1F5016B72B27,63D08D2DA2FB3635D45CD342D81EBE32
RM,2021-01-20 11:35:18.865661696,15640,6,2B528D480C7A5D6AB36B56F2D8C481B8,63D08D2DA2FB3635D45CD342D81EBE32
RM,2021-01-20 11:35:18.865753088,15640,2,2B528D480C7A5D6AB36B56F2D8C481B8,A9AEEB18AE34A72C20D4AE42C42B21D6
RM,2021-01-20 11:35:18.865981952,15640,2,2B528D480C7A5D6AB36B56F2D8C481B8,BAF71E69D15C27B6D6C317936917DA9B
RM,2021-01-20 11:35:31.497451776,15640,28,2B528D480C7A5D6AB36B56F2D8C481B8,3822635CF14A1F12D6722B170DD8EF45
RM,2021-01-20 11:35:31.497558528,15635,903,07F15C4052A70B4E8E0A685842E52846,B1F2CB5D943263990642BC6EEFE33420
RM,2021-01-20 11:35:31.497696000,15635,229,07F15C4052A70B4E8E0A685842E52846,AF95404221AE0CD43DA950C0CE34F881
RM,2021-01-20 11:37:34.164733952,15640,10,2CA242ACF40A8A7AB8BA87B02075BE7D,3822635CF14A1F12D6722B170DD8EF45
RM,2021-01-20 11:39:02.352813824,15640,169,C77A56CFEDC4BDFD39E0C35CA2E76EFF,3822635CF14A1F12D6722B170DD8EF45
RM,2021-01-20 11:39:02.352859392,15640,429,8A7B531F84CAFCA24D87A8E4E3623CA8,3822635CF14A1F12D6722B170DD8EF45
RM,2021-01-20 11:39:02.352935680,15640,202,34C5808FB92A9591D1B45D3F72D0FFB5,3822635CF14A1F12D6722B170DD8EF45
RM,2021-01-20 11:39:02.352966400,15640,162,48543B9BEE5F9130C4D91861B89172FE,3822635CF14A1F12D6722B170DD8EF45
RM,2021-01-20 11:39:02.352981504,15640,7,48543B9BEE5F9130C4D91861B89172FE,30C9782F65F7371B7696EBDBCE92B941
RM,2021-01-20 11:39:24.948455936,15680,25,5997DC205DC46B11240B121FAF4200D6,838EFCFB44FB1D4C10D6094ACA219A8D
RM,2021-01-20 11:40:19.035003648,15680,25,07F15C4052A70B4E8E0A685842E52846,838EFCFB44FB1D4C10D6094ACA219A8D
RM,2021-01-20 11:40:19.035110400,15680,727,07F15C4052A70B4E8E0A685842E52846,381AB738F845E1D0F637F8BCF1A64F49
RM,2021-01-20 11:40:26.718673664,15650,50,5F01FA785EAD1CD4FBDC82FAC618249D,DA8E4BDC6C91A230F9E02C4B2FA5E421
RM,2021-01-20 11:40:26.718689024,15630,15,629EC3B9A90D8A80EDF17F67E68E7448,DA8E4BDC6C91A230F9E02C4B2FA5E421
RM,2021-01-20 11:40:39.061874432,15670,50,F10A65E21C65C89A93EAED7127ADD1BB,F408D27A45C20532340ABD897183E1B0
RM,2021-01-20 11:40:39.061889536,15680,2,F10A65E21C65C89A93EAED7127ADD1BB,A4985659BCCD46F8D95D82471F681EFB
RM,2021-01-20 11:40:39.061904896,15685,23,F10A65E21C65C89A93EAED7127ADD1BB,63261D507FE677EF4DDD9377B4DAE2EE
RM,2021-01-20 11:40:50.070556672,15680,1,FE473BDA6AEFE230D3E5D79424C57E30,4F5AF99A793221272F8077C6383A9843
RM,2021-01-20 11:41:31.627151616,15640,4,43143C697572E6EA925398330AF2683A,5CE28E99B08F2925F2AF89D489EE7E04
RM,2021-01-20 11:41:31.627166720,15640,26,3DCB2953365E5F70DD4F7BF39FC9D3F7,5CE28E99B08F2925F2AF89D489EE7E04
RM,2021-01-20 11:46:41.498901248,15680,4,EFDCD4BC804CB54005BA8782E498C38F,4F5AF99A793221272F8077C6383A9843
RM,2021-01-20 11:46:41.498916608,15685,71,EFDCD4BC804CB54005BA8782E498C38F,63261D507FE677EF4DDD9377B4DAE2EE
RM,2021-01-20 11:46:58.091537408,15645,4,3FB7BD867182C32AF97D4829B060C51E,12BD90B61BFEDA7F18C79FC3D312A9F5
RM,2021-01-20 11:46:58.091552768,15645,41,9230853BFAB0837C6909F5B7D2521AB7,12BD90B61BFEDA7F18C79FC3D312A9F5
RM,2021-01-20 11:46:58.091567872,15640,20,5AE0409DB151B49DCF746941F5A0E0FD,12BD90B61BFEDA7F18C79FC3D312A9F5
RM,2021-01-20 11:51:13.796005376,15655,1,8C2803EEE7D8B52064BFE9AC9B6F6517,3546F15AD25E92C896DF80E96B72C09E
RM,2021-01-20 11:51:13.796020480,15650,19,887CF5D9A82846EB749B6AE572D413F8,3546F15AD25E92C896DF80E96B72C09E
RM,2021-01-20 11:52:39.659133952,15680,4,D6222851D18AEE3FAF87A93EBE49E294,31E311577C4822AEF63CA7E773C3A908
RM,2021-01-20 11:52:39.659271168,15680,4,75D49EA04015B22CDE5B5BFCE54EDF32,11419CA7B4EF1E2ECA8B7AE1BFD6115C
RM,2021-01-20 11:52:39.659607040,15690,4,ED263D23C8D31EC941DD5AAA96EED950,849DC2BB5B0DE715C875DD46C95E435D
RM,2021-01-20 11:52:39.659637504,15690,4,5DFC0545EB1A7DC41440960D0C08D266,849DC2BB5B0DE715C875DD46C95E435D
RM,2021-01-20 11:52:39.659652608,15695,10,5DFC0545EB1A7DC41440960D0C08D266,961C050EF84DDD93B606BBDED5AD703C
RM,2021-01-20 11:52:39.659667968,15695,73,5DFC0545EB1A7DC41440960D0C08D266,7EB47C3844BD750C0ABF86915AB0B296
RM,2021-01-20 11:52:39.659698432,15695,4,3CC3F71E5F0EB7668663539FD23478C1,7EB47C3844BD750C0ABF86915AB0B296
RM,2021-01-20 11:59:46.907379200,15695,150,A4638AAA5472C9E573F9D624FA39A24D,0AB843D8528C4F70445931AD39A5AF7A
RM,2021-01-20 11:59:46.907394304,15700,350,A4638AAA5472C9E573F9D624FA39A24D,961EBAFB072C1264221D0AE7124C21CF
RM,2021-01-20 12:01:17.828140288,15700,500,95E26E14737D6F61608556C3D691027C,961EBAFB072C1264221D0AE7124C21CF
RM,2021-01-20 12:06:15.713790976,15705,45,2295411EA50778698A44C20B6B447176,D5F4FF8AD3980AC523C093E9C17FD414
RM,2021-01-20 12:08:56.004959232,15705,40,41F363A157B622FF02AE8A3EF6F70CE4,593E562623CF7F5A27CA52B98F10AFB8
RM,2021-01-20 12:24:07.130676224,15700,1000,5BC46DDF7A050DE9E7AB56858F837C6E,961EBAFB072C1264221D0AE7124C21CF
RM,2021-01-20 12:24:07.130691584,15700,8,D2210915A391C45823A28FA7A6E8CF2D,961EBAFB072C1264221D0AE7124C21CF
RM,2021-01-20 12:24:07.130798336,15695,8,98A4B00061ED283D40CC4743F1F4F3D7,6A6705C3693940CDFAFF66E2619F56E4
RM,2021-01-20 12:39:37.336410624,15685,8,A591568E76DD1328D08FBFC2BD0129F5,D500F573C38C378980A317DFAA95B768
RM,2021-01-20 12:39:37.336425728,15690,100,A591568E76DD1328D08FBFC2BD0129F5,4BFC17CA8095DE5425346E27CF2CBD85
RM,2021-01-20 12:39:37.336441088,15695,100,A591568E76DD1328D08FBFC2BD0129F5,EEA622FF7E19FFFF76F47C25A1F832D2
RM,2021-01-20 12:39:37.336456192,15700,133,A591568E76DD1328D08FBFC2BD0129F5,961EBAFB072C1264221D0AE7124C21CF
RM,2021-01-20 12:39:37.336471552,15700,100,A591568E76DD1328D08FBFC2BD0129F5,C3ED981421BCB8B3BB6F62569C161347
RM,2021-01-20 12:39:37.336486912,15700,262,A591568E76DD1328D08FBFC2BD0129F5,961EBAFB072C1264221D0AE7124C21CF
RM,2021-01-20 12:39:37.336502016,15705,16,A591568E76DD1328D08FBFC2BD0129F5,16703308312D33352230F5A6AD497FCE
RM,2021-01-20 12:39:37.336517376,15705,100,A591568E76DD1328D08FBFC2BD0129F5,FAF44764060FB54E1D8BECDAAFA63494
RM,2021-01-20 12:39:37.336532480,15705,144,A591568E76DD1328D08FBFC2BD0129F5,16703308312D33352230F5A6AD497FCE
RM,2021-01-20 12:39:37.336547840,15710,37,A591568E76DD1328D08FBFC2BD0129F5,609289E38D7B39608671B7D8314E514C
RM,2021-01-20 12:43:52.586578432,15710,20,D99B41046B5465FC94C3D9DB2C372630,3A2A40CD9A24F92B42A62D9CDE4017DA
RM,2021-01-20 12:45:59.873153792,15680,25,0D3A24973051F67099610DECDCEC11B1,DA2E71A695F41491F5B56CD32A691887
RM,2021-01-20 12:54:19.198669312,15710,10,25B122EB17F2DFBEE94BD16AD26CDF20,9123762AF515B0AF70752FECA81B0F60
RM,2021-01-20 12:54:19.198684672,15715,14,25B122EB17F2DFBEE94BD16AD26CDF20,D81F2E78AE941A4A3678C26FAA84B328
RM,2021-01-20 12:54:19.198700032,15720,100,25B122EB17F2DFBEE94BD16AD26CDF20,56F983671F6D7F01E2181814266EEC46
RM,2021-01-20 12:54:19.198715136,15720,67,25B122EB17F2DFBEE94BD16AD26CDF20,BD94C2BB1B232679812E86149245D222
RM,2021-01-20 12:54:19.721771264,15700,20,F745C1DE8B7E906AB428F1042F180AE8,D4E3A0EB4F44304A1CA04B26AFF63E02
RM,2021-01-20 13:04:37.246887168,15700,100,BD2716702AEC33D4275A473D3668158C,338AC534C66EE0EA7BA1F91EC7428504
RM,2021-01-20 13:06:08.003509504,15720,50,DA8FC42A4FB73671DFFADE6C1C9B312C,BD94C2BB1B232679812E86149245D222
RM,2021-01-20 13:06:08.003539968,15720,123,FBF6AE1F7F429B6458FEBD4A33B4B01C,BD94C2BB1B232679812E86149245D222
RM,2021-01-20 13:06:08.003570432,15720,23,08CEE305EF154CB346A10A1E5461FF8F,BD94C2BB1B232679812E86149245D222
RM,2021-01-20 13:06:08.003677440,15720,27,08CEE305EF154CB346A10A1E5461FF8F,2281213A02FB35F3B722A7651E411FCC
RM,2021-01-20 13:06:08.003997696,15725,196,F55E86B9F83AB7CAC0D5511525A1BCAA,BCBAD1018255E2C38E03BAC4FD6AAD0A
RM,2021-01-20 13:06:08.004043520,15725,196,A689509058FA74C54A3668162156B484,BCBAD1018255E2C38E03BAC4FD6AAD0A
RM,2021-01-20 13:06:08.004073984,15725,100,C773D8336EFF5DFEB3206D850EFA2F38,BCBAD1018255E2C38E03BAC4FD6AAD0A
RM,2021-01-20 13:06:08.004745472,15725,100,F4FE6E5EE0726037C171EEA13ADC5EC7,BCBAD1018255E2C38E03BAC4FD6AAD0A
RM,2021-01-20 13:06:08.005630464,15725,85,A81F0F9D862E350703B135C1A1E9FB82,BCBAD1018255E2C38E03BAC4FD6AAD0A
RM,2021-01-20 13:12:04.688598528,15725,15,0C041A6215ACDF431B1BA035648AF3B6,BCBAD1018255E2C38E03BAC4FD6AAD0A
RM,2021-01-20 13:12:35.447006208,15705,270,0D3A24973051F67099610DECDCEC11B1,0EB2E39ACFDE2E5ABD6C53D8EF80F53C
RM,2021-01-20 13:12:35.447021568,15705,8,C96AB8B88F4A443C0FF7406AC360DF77,0EB2E39ACFDE2E5ABD6C53D8EF80F53C
RM,2021-01-20 13:12:35.447036672,15700,50,EAB6B38492E4AFA4E7593153409F434C,0EB2E39ACFDE2E5ABD6C53D8EF80F53C
RM,2021-01-20 13:12:35.447052032,15700,50,0FCED91EC14DC42863B2429D585D64AE,0EB2E39ACFDE2E5ABD6C53D8EF80F53C
RM,2021-01-20 13:12:35.447067136,15700,8,D8E84D464714DD9F173FD7EC67C6C04B,0EB2E39ACFDE2E5ABD6C53D8EF80F53C
RM,2021-01-20 13:12:35.447082496,15685,50,9C47F10942869E07144AAE8927F145F1,0EB2E39ACFDE2E5ABD6C53D8EF80F53C
RM,2021-01-20 13:12:35.447097856,15680,126,9D29A0729F5A7FFD46A7FF392E5077E3,0EB2E39ACFDE2E5ABD6C53D8EF80F53C
RM,2021-01-20 13:15:45.256790272,15705,4,B5DF5DD8B1E8C5318B37CB77A47D9360,134D8DEA28103E27F8DAE0615F08B30B
RM,2021-01-20 13:15:45.256805376,15710,26,B5DF5DD8B1E8C5318B37CB77A47D9360,D4FC908FAE3219FD14F0F0382CA001A5
RM,2021-01-20 13:15:45.256820736,15710,20,B5DF5DD8B1E8C5318B37CB77A47D9360,8BA1B0C3D99448FCA5E978B038A81505
RM,2021-01-20 13:23:07.596557568,15715,15,8B160EDBE406BC5BB9D49E38AF7998A5,94EA60FCDAB8679DEA8DA3696F2CFF34
RM,2021-01-20 13:23:47.012985344,15670,26,5AFB57958FFD2301CD9359175520CA6A,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013000448,15655,4,69137CBFE3B1BF76F5F1D644B163C749,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013015808,15650,31,887CF5D9A82846EB749B6AE572D413F8,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013030912,15650,25,43B23F4F9ADF3CDBB8105B62C3064624,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013046272,15650,160,9D29A0729F5A7FFD46A7FF392E5077E3,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013061632,15640,99,347D0A1780DA1EC2C71B8E50D0EFC5DB,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013076736,15640,100,AF9A47328EB36E6617893B3912FFE247,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013092096,15635,100,50711D7A598A50198BFF0313E5A133AD,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013107200,15635,169,5A76AD645F5C7680CD7DA0003EF6E32E,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:23:47.013122560,15630,286,629EC3B9A90D8A80EDF17F67E68E7448,6B485E4EAA70F57781BFCCA55B7FF631
RM,2021-01-20 13:32:13.093750016,15645,4,650CA833A2055733E59081B6A0378E37,851F92AFA151EB124031E81A7B680724
RM,2021-01-20 13:32:13.093765376,15645,10,F084A733732FD2763CDFB66B5D22E114,851F92AFA151EB124031E81A7B680724
RM,2021-01-20 13:32:13.093780480,15640,100,026387584C957DF44BB4C79CC61EBDFB,851F92AFA151EB124031E81A7B680724
RM,2021-01-20 13:32:13.093795840,15630,3,629EC3B9A90D8A80EDF17F67E68E7448,851F92AFA151EB124031E81A7B680724
RM,2021-01-20 13:32:13.093810944,15630,83,C423FC739D24FD8FAD24529C25F5B106,851F92AFA151EB124031E81A7B680724
RM,2021-01-20 13:49:32.750625536,15630,2,C423FC739D24FD8FAD24529C25F5B106,1CF359BA152482BCA311CCAFFD470578
RM,2021-01-20 13:49:50.523681536,15670,4,E396FB7147EA3F00537ECD3BA82DDDF6,C5E89996D8D30E0EDC63F49EC1FCAB6B
RM,2021-01-20 13:49:50.523696896,15675,96,E396FB7147EA3F00537ECD3BA82DDDF6,344D55DD2769F5A8094525BA649C7B4B
RM,2021-01-20 13:50:46.152374272,15670,4,01EF56B2BA2E652CA93195575E33E75A,8FBBDEB99D85D0916450591ED6770056
RM,2021-01-20 13:50:46.152389632,15675,31,01EF56B2BA2E652CA93195575E33E75A,68A4ACF1E0D3EBDAA2FDB53103EC90AA
RM,2021-01-20 13:55:15.819396864,15680,10,44FD2C90E4DD8EEE90DA23AE5178B97D,C41982F61D1A4CD6ACF329829504F763
RM,2021-01-20 13:57:23.517105152,15645,31,37DE4B4E72451D0713E395DEFF7FC176,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:04:49.658065920,15645,1,136E33E2FBE1987DFBDB6F0BBB18B851,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:05:00.466201856,15630,25,C423FC739D24FD8FAD24529C25F5B106,D3DB6DEDBE02187DE3E6A1CA50E2E451
RM,2021-01-20 14:09:25.421600256,15645,1,1A9612064747A8640606CF23E4632BDB,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:10:06.381423872,15645,5,CCE5F47A7E283E1B0FF94B306944DE60,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:14:17.195114240,15635,12,C51296B3E95C055977BFA71941E979EF,CFF868AD48DB9AFC911AEAA955C39662
RM,2021-01-20 14:15:58.377670400,15645,40,869110F915159F0CE990E64FC6E5A744,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:17:33.485397248,15645,300,8B85F0AE7691D291D50848EB19C179E9,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:23:00.278488064,15645,10,1E25A5E988BFB5715893B4DD89950B13,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:27:17.790374656,15645,108,FBBD7BEAB84FE85105AE37BC3BE0A7FF,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:27:17.790481664,15645,384,2308A8CC8B6BFBFF6D1156504F63B736,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:28:48.308502272,15645,101,0D8F2D374B0E644CDCE7F7F7D716CCBE,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:33:59.892745984,15640,2,69E5FAE36FAE4DB0A9C31608EDF54AC8,1070E22CE9E2AF9326BE7C9FA9368BF4
RM,2021-01-20 14:36:02.893798912,15640,18,69E5FAE36FAE4DB0A9C31608EDF54AC8,3260A5D8473EFB9C773FC389EAC34D38
RM,2021-01-20 14:38:51.750244096,15640,5,994A6F9D98E8887BFFF26A9A80C7B76C,3260A5D8473EFB9C773FC389EAC34D38
RM,2021-01-20 14:40:14.865661696,15640,2,36C9A6EDDCD5881A1D8E54359D83BAA6,3260A5D8473EFB9C773FC389EAC34D38
RM,2021-01-20 14:40:14.865753088,15645,19,E97C91F3F53CD8023B8DFDD267C41B16,3FC8156D5FF374EAB36942029B080634
RM,2021-01-20 14:40:14.865768448,15645,100,E97C91F3F53CD8023B8DFDD267C41B16,8E7A1B8D84C5E5C7F2BE688C7B6B5F61
RM,2021-01-20 14:41:40.471130368,15680,2990,36C9A6EDDCD5881A1D8E54359D83BAA6,C41982F61D1A4CD6ACF329829504F763
RM,2021-01-20 14:41:40.471145728,15685,8,36C9A6EDDCD5881A1D8E54359D83BAA6,D06EF6E83C74F2D9C17FF105FB540B6A
RM,2021-01-20 14:41:48.886962944,15680,10,AD1E19C826666AE10FAF707B76ECE059,CB8AFD4C7A8C6D0C0F5979D07B943D96
RM,2021-01-20 14:41:48.886978048,15680,20,AD1E19C826666AE10FAF707B76ECE059,8BA1B0C3D99448FCA5E978B038A81505
RM,2021-01-20 14:47:14.984024064,15695,100,D59312E59F594B33478824BD41AE9652,EA9DB3E5A575CCFB00C50725B84ACA67
RM,2021-01-20 14:48:07.686401280,15680,7,0C9E81A6AE2AA85FC4F663CAADDFEFC8,67B59BFA2DB7CD7F911B4EBA2D4E7AA3
RM,2021-01-20 14:50:01.011062528,15695,42,A275B9A19EC5A1F6301FCC5331F6E624,E8BFA3830D6E4CF414AE5A4DB3F7B706
RM,2021-01-20 14:50:01.011077888,15695,10,A275B9A19EC5A1F6301FCC5331F6E624,2D39B018A5162F5BFDC7639B8E7EF7F2
RM,2021-01-20 14:50:01.011093248,15700,8,A275B9A19EC5A1F6301FCC5331F6E624,DA393650D1977B062F04B72BC44D2464
RM,2021-01-20 14:53:19.414138880,15680,50,0C9E81A6AE2AA85FC4F663CAADDFEFC8,AA2977E89FDEEB9A9AC4706C0CE9BAB6
RM,2021-01-20 14:53:19.702056960,15680,8,0C9E81A6AE2AA85FC4F663CAADDFEFC8,C046964E531A599534C2C86B79CF020B
RM,2021-01-20 14:53:19.702148352,15680,25,0C9E81A6AE2AA85FC4F663CAADDFEFC8,A2D39B8BC2DD2EBFFBB14DCF76A840A7
RM,2021-01-20 14:53:19.702255360,15680,10,0C9E81A6AE2AA85FC4F663CAADDFEFC8,3B8FB86E55B131C139BB23B1D8C17262
RM,2021-01-20 14:53:19.702560512,15645,10,AFCDC0562ACCC5790F7B244C1FB7FADE,B8147698FF9A17E29E296D01A7826AED
RM,2021-01-20 14:53:19.702621440,15650,4,A64D25484678B217A3E09952F5A4FB7C,15E4A1E376479F45A654920135ADB137
RM,2021-01-20 14:53:19.702636800,15645,4,AFCDC0562ACCC5790F7B244C1FB7FADE,15E4A1E376479F45A654920135ADB137
RM,2021-01-20 14:53:19.702896128,15645,2,9FD76049998AFA438C27CE5F7CF7426C,536D38708C13A7656640ECCB9D2FDD01
RM,2021-01-20 14:54:01.723556608,15645,2,9FD76049998AFA438C27CE5F7CF7426C,EF32FBFB429B12A3B0A9733C08D5EFCD
RM,2021-01-20 14:54:01.723571712,15645,10,D8762CF15D0304F82EB26A89525C47DF,EF32FBFB429B12A3B0A9733C08D5EFCD
RM,2021-01-20 14:54:01.723587072,15640,250,D136B7A9D781607F230DF14288611EAF,EF32FBFB429B12A3B0A9733C08D5EFCD
